query,page1_url,page2_url,page3_url,page4_url,page5_url,page6_url,page7_url,page8_url
Opera,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/NoChangeVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/NoChangeVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/NoChangeVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionAndRelevanceVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/NoChangeVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/DiversityVersion/University of Twente - Search_ recover eyesight.html
Opera,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/NoChangeVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceAndVerticalVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/NoChangeVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/SearsiaVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/NoChangeVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/OrganicVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceVersion/University of Twente - Search_ cvs.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionVersion/University of Twente - Search_ Opera.html
Opera,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionAndRelevanceVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/DiversityVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceAndVerticalVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/SearsiaVersion/University of Twente - Search_ drawings of flowers.html
Opera,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/OrganicVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionAndRelevanceVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/DiversityVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionVersion/University of Twente - Search_ ride unicycle.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceAndVerticalVersion/University of Twente - Search_ Opera.html
Opera,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/SearsiaVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionVersion/University of Twente - Search_ obesity prevention.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/OrganicVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionAndRelevanceVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/DiversityVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionAndRelevanceVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceAndVerticalVersion/University of Twente - Search_ Opera.html
Opera,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionAndRelevanceVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/SearsiaVersion/University of Twente - Search_ Socrates.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionAndRelevanceVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/OrganicVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/DiversityVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceAndVerticalVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/DiversityVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/SearsiaVersion/University of Twente - Search_ Opera.html
Opera,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/DiversityVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/OrganicVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceAndVerticalVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/SearsiaVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceAndVerticalVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/OrganicVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/SearsiaVersion/University of Twente - Search_ Opera.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/OrganicVersion/University of Twente - Search_ Opera.html
ginger,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/NoChangeVersion/University of Twente - Search_ ginger.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceVersion/University of Twente - Search_ ginger.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/NoChangeVersion/University of Twente - Search_ ginger.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionVersion/University of Twente - Search_ ginger.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/NoChangeVersion/University of Twente - Search_ ginger.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionAndRelevanceVersion/University of Twente - Search_ ginger.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/NoChangeVersion/University of Twente - Search_ digital art.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/DiversityVersion/University of Twente - Search_ ginger.html
ginger,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/NoChangeVersion/University of Twente - Search_ ginger.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceAndVerticalVersion/University of Twente - Search_ ginger.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/NoChangeVersion/University of Twente - Search_ Bumblebee.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/SearsiaVersion/University of Twente - Search_ ginger.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/NoChangeVersion/University of Twente - Search_ ginger.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/OrganicVersion/University of Twente - Search_ ginger.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceVersion/University of Twente - Search_ ginger.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionVersion/University of Twente - Search_ ginger.html
ginger,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceVersion/University of Twente - Search_ ginger.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionAndRelevanceVersion/University of Twente - Search_ michael jackson photo.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceVersion/University of Twente - Search_ ginger.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/DiversityVersion/University of Twente - Search_ ginger.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceVersion/University of Twente - Search_ ginger.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceAndVerticalVersion/University of Twente - Search_ ginger.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceVersion/University of Twente - Search_ ginger.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/SearsiaVersion/University of Twente - Search_ ginger.html
ginger,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceVersion/University of Twente - Search_ ginger.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/OrganicVersion/University of Twente - Search_ ginger.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionVersion/University of Twente - Search_ Bumblebee.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionAndRelevanceVersion/University of Twente - Search_ ginger.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionVersion/University of Twente - Search_ ginger.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/DiversityVersion/University of Twente - Search_ ginger.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionVersion/University of Twente - Search_ ginger.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceAndVerticalVersion/University of Twente - Search_ ginger.html
ginger,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionVersion/University of Twente - Search_ ginger.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/SearsiaVersion/University of Twente - Search_ ginger.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionVersion/University of Twente - Search_ ginger.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/OrganicVersion/University of Twente - Search_ ginger.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionAndRelevanceVersion/University of Twente - Search_ ginger.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/DiversityVersion/University of Twente - Search_ grow taller.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionAndRelevanceVersion/University of Twente - Search_ ginger.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceAndVerticalVersion/University of Twente - Search_ ginger.html
ginger,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionAndRelevanceVersion/University of Twente - Search_ ginger.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/SearsiaVersion/University of Twente - Search_ ginger.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionAndRelevanceVersion/University of Twente - Search_ ginger.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/OrganicVersion/University of Twente - Search_ ginger.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/DiversityVersion/University of Twente - Search_ ginger.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceAndVerticalVersion/University of Twente - Search_ drawings of flowers.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/DiversityVersion/University of Twente - Search_ ginger.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/SearsiaVersion/University of Twente - Search_ ginger.html
ginger,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/DiversityVersion/University of Twente - Search_ ginger.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/OrganicVersion/University of Twente - Search_ sleep better.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceAndVerticalVersion/University of Twente - Search_ ginger.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/SearsiaVersion/University of Twente - Search_ ginger.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceAndVerticalVersion/University of Twente - Search_ ginger.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/OrganicVersion/University of Twente - Search_ ginger.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/SearsiaVersion/University of Twente - Search_ ginger.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/OrganicVersion/University of Twente - Search_ ginger.html
spirit,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/NoChangeVersion/University of Twente - Search_ TPP progress.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceVersion/University of Twente - Search_ spirit.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/NoChangeVersion/University of Twente - Search_ spirit.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionVersion/University of Twente - Search_ spirit.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/NoChangeVersion/University of Twente - Search_ spirit.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionAndRelevanceVersion/University of Twente - Search_ spirit.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/NoChangeVersion/University of Twente - Search_ spirit.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/DiversityVersion/University of Twente - Search_ spirit.html
spirit,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/NoChangeVersion/University of Twente - Search_ spirit.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceAndVerticalVersion/University of Twente - Search_ spirit.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/NoChangeVersion/University of Twente - Search_ spirit.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/SearsiaVersion/University of Twente - Search_ spirit.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/NoChangeVersion/University of Twente - Search_ spirit.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/OrganicVersion/University of Twente - Search_ spirit.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceVersion/University of Twente - Search_ spirit.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionVersion/University of Twente - Search_ Bumblebee.html
spirit,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceVersion/University of Twente - Search_ spirit.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionAndRelevanceVersion/University of Twente - Search_ spirit.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceVersion/University of Twente - Search_ spirit.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/DiversityVersion/University of Twente - Search_ spirit.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceVersion/University of Twente - Search_ spirit.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceAndVerticalVersion/University of Twente - Search_ relieve stress.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceVersion/University of Twente - Search_ spirit.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/SearsiaVersion/University of Twente - Search_ spirit.html
spirit,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceVersion/University of Twente - Search_ spirit.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/OrganicVersion/University of Twente - Search_ run faster.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionVersion/University of Twente - Search_ spirit.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionAndRelevanceVersion/University of Twente - Search_ spirit.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionVersion/University of Twente - Search_ spirit.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/DiversityVersion/University of Twente - Search_ spirit.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionVersion/University of Twente - Search_ spirit.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceAndVerticalVersion/University of Twente - Search_ spirit.html
spirit,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionVersion/University of Twente - Search_ spirit.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/SearsiaVersion/University of Twente - Search_ spirit.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionVersion/University of Twente - Search_ spirit.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/OrganicVersion/University of Twente - Search_ spirit.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionAndRelevanceVersion/University of Twente - Search_ spirit.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/DiversityVersion/University of Twente - Search_ JFK.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/CohensionAndRelevanceVersion/University of Twente - Search_ spirit.html,http://www.cs.nott.ac.uk/~pszkz/composite/EvaluationPage/RelevanceAndVerticalVersion/University of Twente - Search_ spirit.html
